,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,כמות המופעים של המילה לאורך השנים
afferent,28,12,25,25,11,16,2,41,38,6,8,2,3,0,0,1,20,24,9,3,2,21,8,7,1,10,2,1,0,23
afferents,16,11,5,5,8,3,1,5,4,16,6,2,1,1,0,1,0,1,1,0,1,0,10,1,2,1,1,1,0,13
affiliation,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,1,1,1,3,7,5,3,5,11,22,2,9
affine,0,0,0,15,23,0,3,42,47,22,38,5,3,2,1,10,12,38,37,38,19,50,31,61,54,79,77,116,90,24
affinities,0,0,1,1,0,0,0,2,0,0,0,4,0,0,0,9,6,21,16,9,4,3,17,1,11,1,11,11,6,14
affinity,0,0,1,1,0,0,0,0,0,1,1,4,0,0,0,13,42,87,73,32,32,37,124,22,35,24,15,60,20,15
afford,1,0,0,1,0,1,1,1,0,2,1,1,1,1,1,1,2,7,1,1,1,2,2,4,7,9,9,4,4,11
afforded,0,0,0,2,0,0,5,1,2,0,2,1,1,0,0,1,1,1,4,1,6,4,8,2,4,10,7,3,5,14
afhmm,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,16,2
aforementioned,1,0,0,0,0,0,1,0,1,1,1,2,1,5,4,3,2,5,9,5,7,7,18,22,20,33,26,40,48,17
afosr,3,3,13,10,14,12,9,5,5,5,6,2,1,1,2,1,3,1,4,4,2,3,9,19,20,24,20,15,8,25
afterwards,0,0,0,1,1,0,4,2,3,4,5,2,0,1,6,1,2,8,4,4,2,7,4,6,8,11,8,14,8,20
agarwal,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2,2,5,6,7,17,13,22,32,49,57,63,69,15
agation,0,0,2,7,5,4,3,4,1,3,1,2,3,4,1,1,1,0,0,2,3,2,3,1,3,1,9,7,1,17
age,3,4,2,10,12,12,34,26,5,30,12,8,11,29,12,12,8,22,13,17,16,45,39,26,72,29,51,45,42,29
agency,7,8,5,4,5,0,6,6,6,10,3,2,0,1,0,0,0,1,11,3,8,3,3,4,10,16,12,7,3,22
agenda,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,10,1,1,3,0,0,0,3,0,0,28,11,1,2,6
agent,9,3,5,35,23,22,12,46,59,2,66,123,25,133,160,8,312,227,230,30,108,210,292,392,268,271,356,311,306,29
agents,3,0,2,2,5,7,5,12,27,0,12,28,7,70,79,4,241,178,160,36,121,111,203,132,137,165,267,218,180,27
ages,1,0,2,3,0,1,4,5,2,1,3,7,4,5,6,2,1,7,1,5,4,5,19,15,9,11,9,9,7,22
agg,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,12,17,0,24,0,0,0,6
agglomerative,0,0,0,0,0,0,0,0,0,0,1,4,12,3,0,10,6,1,4,1,31,16,5,2,29,19,10,6,6,15
aggregate,2,0,2,1,0,2,0,1,1,17,1,3,17,7,7,6,6,22,15,19,32,17,21,58,31,20,31,70,77,22
aggregated,0,1,1,0,0,1,0,1,1,3,2,0,2,2,1,3,5,14,4,13,9,15,15,14,20,27,22,46,44,18
aggregates,2,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,2,2,1,7,7,4,3,2,3,4,9,13,5,15
aggregating,0,0,0,0,0,1,0,0,1,2,7,0,0,3,0,1,0,3,1,4,6,6,13,7,10,15,17,20,31,14
aggregation,0,1,0,1,4,0,0,28,8,2,5,1,6,2,2,1,2,31,19,12,14,28,23,51,28,51,34,116,147,21
aggressive,2,0,0,1,4,0,0,4,4,6,0,1,12,2,0,0,16,2,6,8,9,35,28,30,10,16,17,49,21,20
aggressively,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,3,0,1,3,6,7,2,3,1,3,2,14,4,12
aging,0,1,2,2,1,1,1,6,1,0,6,1,0,0,2,1,0,12,2,5,1,7,4,2,4,8,1,4,8,15
agnostic,0,0,0,0,0,0,7,0,2,2,12,2,3,2,1,2,1,0,8,4,26,7,55,26,43,22,53,94,94,19
ago,2,4,1,5,3,3,4,3,1,3,3,2,4,1,2,1,4,4,4,2,2,5,4,6,3,9,5,5,5,25
agrawal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,3,1,1,6,6,18,11,27,8
agree,8,7,6,14,8,8,7,13,7,12,9,9,7,7,9,17,17,12,12,21,15,14,32,34,30,17,19,33,31,29
agreed,1,1,0,3,1,1,2,1,4,0,1,0,1,2,3,4,0,0,6,4,1,4,1,11,4,5,2,2,1,14
agreement,9,12,8,17,16,15,26,22,21,32,22,23,17,17,21,29,26,41,48,26,74,17,35,52,65,55,85,82,57,29
agrees,4,5,2,10,6,8,4,6,3,3,9,5,5,4,4,14,8,7,12,6,14,9,6,19,20,10,19,18,35,29
ahead,10,5,1,21,10,16,8,14,11,4,10,9,4,0,0,42,8,11,11,9,18,7,10,21,13,10,44,27,32,26
ahmad,0,4,12,3,6,13,20,35,8,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2,5,0,4,11
ahmed,0,0,0,0,0,0,4,0,1,0,0,3,0,0,2,0,0,0,1,0,0,3,6,6,6,13,14,16,18,11
aic,0,2,1,0,3,6,28,0,1,3,1,0,2,0,2,2,10,2,1,0,7,5,7,33,8,7,8,2,7,19
aid,7,4,3,8,10,7,7,2,6,4,0,1,6,5,7,5,11,10,16,10,9,10,10,18,11,16,17,14,28,27
aided,1,0,0,0,0,1,1,0,1,0,0,4,2,0,2,0,1,3,4,10,1,10,2,7,5,4,7,1,14,13
aim,6,6,4,7,11,3,18,19,16,21,26,16,32,15,15,27,38,34,31,50,46,73,51,103,91,107,120,144,138,29
aimed,1,5,2,0,0,5,3,2,2,4,3,5,8,2,6,6,12,9,16,9,3,8,4,13,13,16,12,18,13,26
aiming,0,2,0,0,3,0,1,0,0,0,1,5,0,3,0,1,4,3,1,5,5,6,9,5,9,7,13,4,8,16
aims,3,1,0,1,4,3,3,0,3,3,5,2,15,5,5,10,14,33,12,14,27,33,29,30,45,61,40,94,75,25
air,19,2,20,17,12,7,16,16,14,15,5,4,4,2,2,8,11,0,11,5,8,15,9,16,6,19,26,14,7,28
aircraft,1,11,2,27,2,2,0,1,0,0,30,7,19,2,0,0,3,4,1,1,1,0,1,1,4,2,16,4,1,15
ais,1,1,0,0,2,1,0,1,5,1,0,1,0,0,0,17,4,0,22,18,9,25,21,1,36,16,38,35,16,14
aistats,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3,6,15,16,22,40,63,95,82,107,157,12
akaike,0,0,6,0,7,6,5,4,4,0,0,0,0,1,0,0,4,0,0,4,2,3,2,6,1,1,2,2,2,15
alamos,4,6,1,10,5,2,7,5,3,0,0,6,2,0,1,0,5,6,4,2,2,3,3,0,0,0,3,0,2,19
alan,6,7,6,2,3,7,8,1,4,5,2,2,4,3,1,3,7,8,10,3,9,11,13,18,11,19,23,24,30,27
alarm,0,2,1,6,0,0,23,6,2,9,16,16,0,7,3,12,35,9,11,25,25,34,29,11,30,11,20,10,12,24
alarms,0,3,7,2,1,0,24,7,1,0,12,4,0,4,1,2,6,3,1,5,4,10,3,4,5,7,1,1,4,19
albeit,1,4,1,4,3,4,1,3,1,8,3,5,2,5,3,6,8,8,6,13,9,10,17,7,13,14,18,29,37,25
albert,1,1,0,1,2,0,0,0,1,0,0,0,0,0,0,3,4,9,2,6,1,0,6,11,5,17,17,3,7,13
alberta,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,10,15,12,17,10,24,16,22,25,14,16,13,14
albus,10,6,8,13,6,4,4,2,6,4,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12
ald,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,31,10,4,0,4
alessandro,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,4,2,1,1,1,4,10,10,12,11,16,14,10
alex,0,1,7,3,5,3,2,10,2,8,1,7,8,8,4,8,7,3,1,6,6,8,10,21,14,19,34,41,66,25
alexander,1,0,0,1,2,1,4,8,5,3,6,3,4,4,2,8,7,9,6,15,19,20,20,25,27,31,32,52,86,24
alexandre,0,0,0,0,1,0,1,12,1,3,1,1,0,1,0,1,0,2,2,3,3,5,6,6,10,18,10,31,33,14
alfred,0,2,2,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,1,3,4,0,5,7,4,10,4,4,7,12
alg,0,2,0,1,0,1,0,0,2,2,0,2,1,4,10,1,8,1,8,20,36,5,22,40,24,38,103,74,116,18
algebra,3,2,3,8,3,4,4,2,25,11,3,6,6,15,8,16,15,16,20,27,19,21,61,32,34,57,43,63,50,29
algebraic,17,1,7,10,1,0,9,12,4,8,9,3,15,17,3,24,14,15,8,13,11,18,22,11,12,44,27,35,39,26
algebraically,2,0,0,1,0,3,2,0,2,2,2,0,0,0,1,2,1,1,6,0,9,2,1,1,2,2,4,1,5,14
algo,5,12,7,13,14,15,30,17,30,28,27,24,33,6,5,5,5,1,0,45,60,43,87,66,119,115,127,150,10,27
algorithm,250,386,511,482,505,484,875,837,940,967,866,1130,989,1087,686,1195,2192,1973,1872,2114,2512,2656,3101,3619,4212,4763,5535,6163,6867,29
algorithmic,4,5,3,6,8,5,1,3,6,7,7,9,7,18,21,17,43,25,25,44,59,57,59,70,62,104,99,118,233,28
algorithmically,0,0,1,0,0,0,1,1,0,0,2,0,3,3,1,0,1,3,0,5,11,2,2,5,4,7,9,7,8,14
algorithms,114,140,196,262,181,139,317,329,303,377,275,397,423,345,329,401,824,811,707,889,1206,1168,1336,1408,1597,2039,2477,2423,2977,29
ali,0,0,0,2,0,0,2,0,1,1,1,1,2,1,26,2,1,0,3,1,7,3,1,12,10,18,10,17,11,14
aliasing,6,0,0,2,0,0,2,5,1,3,10,8,3,6,2,3,16,20,0,2,0,3,4,4,2,0,4,3,7,21
alice,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,37,7,0,33,15,0,15,3,17,7,10
align,0,0,4,3,6,2,7,4,2,4,2,8,1,5,11,7,8,16,6,16,15,20,27,15,17,26,9,35,21,26
aligned,12,3,3,9,8,16,12,6,26,21,12,28,10,17,15,16,16,65,39,64,29,45,84,49,68,87,69,63,50,29
aligning,0,0,0,0,2,2,1,4,0,15,1,2,0,3,0,1,8,18,2,11,6,6,13,5,5,5,5,10,8,19
alignment,10,0,7,11,42,58,20,13,12,6,5,18,3,17,68,82,67,152,77,152,100,108,143,111,64,119,73,207,55,28
alignments,0,0,0,0,0,3,2,0,4,0,2,0,0,1,1,1,6,35,14,16,23,20,9,9,3,11,14,41,19,17
aligns,3,0,0,0,0,1,2,0,1,0,0,0,0,1,1,1,4,7,3,4,2,4,4,2,3,1,4,5,11,14
ality,0,0,0,1,1,1,0,0,0,2,0,1,0,3,0,2,1,0,0,3,6,4,3,7,4,8,5,9,2,13
alization,0,0,0,6,4,2,1,3,6,4,0,6,5,1,1,1,0,0,0,0,3,2,3,5,2,6,1,3,0,15
allen,2,20,8,17,5,4,5,0,6,0,0,1,2,3,0,2,0,2,0,4,3,2,4,1,1,7,10,7,16,20
alleviate,4,2,0,0,1,0,0,3,1,1,0,3,0,4,1,0,6,9,4,5,7,10,12,18,12,11,14,18,22,18
alleviated,2,0,0,0,0,2,0,1,1,0,2,0,0,0,2,2,1,2,2,1,4,5,3,4,4,2,6,6,3,16
alleviates,0,1,0,1,0,0,0,0,0,0,2,3,0,3,0,0,2,3,2,2,3,2,2,4,4,4,7,5,4,16
allocate,1,1,4,6,2,1,1,0,1,8,5,0,1,1,1,1,4,3,4,2,4,5,2,9,9,19,7,18,10,18
allocated,3,0,5,15,6,9,5,5,12,15,3,0,11,2,4,3,5,4,7,9,2,6,4,5,12,18,18,9,16,27
allocates,0,0,0,2,0,5,2,0,0,2,2,0,1,1,3,0,0,2,0,1,1,2,1,1,4,11,5,4,5,13
allocating,1,1,0,14,3,3,5,6,7,5,5,0,0,2,2,0,3,1,1,2,1,2,2,2,5,8,9,9,10,20
allocation,5,1,0,7,2,5,3,4,15,43,32,17,16,9,39,13,24,26,23,29,75,49,93,46,114,145,114,186,148,27
allocations,0,0,0,0,0,0,0,0,3,16,1,0,2,0,5,0,1,2,12,7,0,0,1,1,4,9,17,14,11,12
allow,60,51,49,44,78,64,54,67,68,71,63,72,55,72,46,76,133,158,96,143,130,174,163,213,256,241,288,288,249,29
allowable,6,2,4,4,1,6,1,8,4,0,4,6,3,1,0,1,5,5,5,4,6,1,3,2,4,4,5,3,6,22
allowed,30,32,22,44,31,36,36,47,38,29,33,26,33,31,26,38,49,60,50,46,52,78,76,100,110,95,86,109,119,29
allowing,23,26,15,22,23,31,24,37,33,27,18,36,23,33,18,38,56,77,58,84,67,87,94,96,109,127,134,126,143,29
allows,79,45,47,76,81,75,79,92,86,104,111,94,124,105,83,142,225,203,196,224,270,296,332,358,411,497,485,518,572,29
ally,2,0,3,1,3,0,5,6,8,6,9,8,6,6,3,8,1,1,2,5,9,10,12,10,11,14,24,18,0,23
alm,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,1,34,10,20,22,8,15,8
alma,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,28,0,1,0,0,1,22,0,0,1,0,0,0,3
almost,22,27,38,40,36,53,36,47,40,39,57,55,47,64,31,63,72,95,104,95,94,162,183,158,185,212,275,245,264,29
alon,2,0,0,0,3,0,1,0,2,2,2,0,2,6,1,5,1,11,4,3,1,3,5,9,9,8,10,19,20,19
alone,15,20,17,30,42,23,24,32,33,20,29,35,42,19,17,50,35,48,35,52,49,45,69,51,66,45,64,61,63,29
along,87,75,48,89,89,113,111,107,113,92,125,129,82,73,52,153,159,137,162,207,170,234,231,246,259,287,325,340,340,29
alongside,1,0,0,1,0,0,0,0,1,0,2,1,0,0,1,2,4,1,1,3,1,3,3,4,6,4,6,6,11,12
alp,2,3,0,3,0,0,0,1,0,0,0,0,2,0,8,0,35,0,0,0,0,0,82,5,1,30,13,5,79,12
alpha,6,5,35,8,5,7,21,0,7,10,11,19,7,3,0,3,5,12,6,8,18,3,30,6,15,8,28,5,14,27
alphabet,3,5,3,13,26,7,10,7,11,7,16,18,14,4,6,24,6,15,9,4,15,32,23,6,11,28,11,23,32,29
alphabets,0,4,0,0,9,1,1,0,3,1,0,1,0,0,0,5,2,1,2,1,3,4,0,4,1,11,3,3,5,13
already,26,27,28,35,37,33,45,26,46,45,31,36,44,38,38,56,76,75,73,97,97,109,119,136,124,153,146,169,202,29
als,2,2,0,4,1,1,4,6,10,7,2,4,3,2,8,7,5,7,10,7,8,15,24,29,19,25,21,57,31,26
also,432,371,376,476,513,464,471,532,540,564,636,584,677,545,459,807,1095,1189,1140,1343,1485,1701,2009,2282,2378,2813,2735,3079,3130,29
alspector,3,12,2,6,11,22,11,35,16,6,7,3,1,1,2,4,2,0,0,2,2,2,0,0,0,0,1,0,0,18
alt,0,0,0,0,9,1,0,0,2,0,1,2,1,0,0,0,0,1,2,2,5,3,2,6,3,18,17,15,10,14
alter,8,5,7,8,16,4,9,7,6,7,10,5,4,1,5,8,11,3,9,6,10,17,13,15,13,14,21,21,9,28
altered,6,4,11,6,8,7,6,6,3,5,17,6,3,7,4,5,7,4,2,2,6,4,10,5,15,3,5,9,4,29
altering,4,5,10,4,1,3,5,4,2,0,1,3,2,2,1,2,2,2,2,3,3,10,0,6,3,3,1,0,4,22
alternate,17,7,1,11,12,7,7,3,5,6,9,1,6,5,7,5,30,14,17,17,16,22,29,39,28,30,33,30,47,27
alternately,3,1,0,2,3,3,2,0,2,3,4,3,2,0,1,4,5,5,6,7,9,2,2,18,5,11,8,12,12,24
alternates,1,0,2,0,1,1,2,4,3,3,1,2,3,1,3,2,6,1,4,3,7,4,14,4,9,16,18,15,16,21
alternating,7,5,9,4,9,5,8,18,10,8,13,5,3,11,9,10,12,13,10,11,46,23,73,69,67,112,148,233,179,29
alternation,0,0,1,1,3,1,1,1,0,2,3,3,2,1,1,1,0,0,2,3,4,13,25,21,9,4,4,2,0,15
alternative,26,24,36,30,44,38,55,65,55,67,44,65,57,58,53,111,76,135,115,112,140,156,176,199,193,265,261,321,347,29
alternatively,10,3,2,9,11,6,12,10,15,7,11,12,8,12,8,17,29,21,24,40,47,37,58,51,55,52,76,63,71,29
alternatives,5,15,5,4,2,2,14,6,5,11,7,5,3,1,12,12,16,16,13,13,16,31,32,29,47,67,77,111,162,28
alters,3,1,4,2,2,0,1,1,2,1,1,2,0,1,1,3,2,2,2,1,2,3,5,3,4,10,1,3,3,18
although,87,66,84,98,118,113,116,107,101,132,131,143,134,117,89,179,184,200,221,236,309,329,405,377,382,467,448,490,418,29
altitude,0,0,0,17,0,0,1,0,0,0,7,0,1,0,0,0,0,0,2,4,2,10,0,0,0,0,0,7,3,8
alto,2,3,7,10,7,1,7,4,1,3,7,2,1,0,0,1,1,5,3,0,1,0,2,3,1,1,2,3,2,17
altogether,2,1,3,6,1,0,4,2,4,4,1,1,1,3,2,7,3,4,4,11,6,8,8,8,6,12,14,14,15,23
altun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,6,12,4,8,7,7,19,6,4,13,7,13
alvinn,0,15,0,23,0,0,1,12,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5
always,57,62,36,70,72,68,59,79,112,78,79,84,94,80,76,129,148,156,168,159,270,198,269,290,311,340,324,297,357,29
alzheimers,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,1,0,4,2,11,11,13,64,9,3,33,11
amacrine,0,4,0,29,0,0,13,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,4
amari,11,7,4,1,1,11,4,3,58,42,36,22,40,5,24,17,12,3,17,11,7,19,6,13,11,13,32,4,13,27
amazon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,11,25,19,44,76,60,8
ambient,0,2,0,5,1,1,0,1,4,1,2,2,0,2,3,7,12,6,5,7,41,14,12,26,10,17,35,25,31,21
ambiguities,0,0,2,1,11,0,13,1,3,2,2,8,3,1,2,3,17,2,8,3,10,4,7,8,8,6,6,6,8,23
ambiguity,0,4,5,8,11,5,7,28,11,30,10,9,7,5,11,16,29,10,15,20,97,39,16,18,46,43,14,24,45,28
ambiguous,1,5,10,13,7,12,4,4,3,11,9,4,2,13,17,19,37,12,13,18,13,21,17,43,95,17,8,23,12,28
ambuj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,9,5,9,13,15,8
amc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,1
amenable,7,3,2,4,4,1,6,3,3,6,9,3,4,3,4,2,9,7,9,11,14,7,14,14,17,35,22,32,34,28
amer,2,2,3,5,7,5,2,5,2,6,2,2,4,4,3,6,9,3,6,10,8,7,6,12,17,15,11,10,11,29
america,1,7,2,10,4,2,8,2,4,6,5,5,1,5,4,6,7,11,8,13,21,13,18,28,25,28,13,35,11,27
american,105,21,22,24,15,18,17,16,15,11,8,9,17,10,7,11,24,31,29,35,38,44,68,102,89,127,123,112,135,29
ames,3,4,3,1,3,1,1,1,2,1,2,9,2,15,0,2,0,0,0,0,1,0,1,0,0,0,4,5,4,13
amherst,5,2,10,7,9,9,12,6,14,6,9,9,2,2,4,0,2,11,5,1,9,6,24,10,11,10,6,5,3,27
amin,0,0,0,2,2,0,1,3,0,4,0,0,1,0,0,0,8,1,21,0,0,0,5,3,3,3,8,19,27,13
amino,3,2,11,14,0,4,12,0,34,0,2,1,0,0,1,11,6,63,15,11,17,25,9,9,3,7,1,3,5,21
amir,4,1,5,1,0,0,0,3,2,2,3,3,1,0,1,3,3,2,5,3,4,3,11,16,14,14,15,14,21,21
amit,2,1,2,4,0,3,5,0,2,3,2,6,3,1,1,1,2,5,0,3,4,2,6,4,4,11,21,9,6,22
among,64,42,46,63,56,74,53,51,61,80,89,95,77,76,60,96,125,149,187,182,178,218,245,261,303,468,348,341,338,29
amongst,4,3,1,3,1,1,1,5,1,5,0,4,2,5,2,6,7,2,8,9,10,8,14,17,17,32,10,27,33,23
amount,64,54,70,70,70,70,52,75,84,61,60,84,67,57,60,84,101,114,99,133,143,205,178,158,198,233,232,307,195,29
amounts,14,10,11,12,13,6,9,25,18,13,25,25,16,22,31,30,24,38,38,46,55,60,51,53,69,55,94,94,57,29
amp,2,3,0,0,1,3,2,1,0,0,1,1,0,1,0,2,2,1,0,5,0,1,0,8,1,22,143,48,7,12
ample,2,3,2,2,1,6,1,1,5,2,4,7,2,9,5,3,5,3,1,5,5,12,8,11,8,12,10,5,7,25
amples,0,4,0,3,1,5,2,2,1,2,2,2,6,2,1,3,0,0,0,9,5,8,11,5,3,2,5,4,0,20
amplification,3,6,2,1,0,0,16,16,5,3,3,23,0,1,0,0,4,0,7,8,4,0,0,1,3,1,1,8,2,16
amplified,1,2,5,2,0,2,4,4,10,8,4,10,4,3,0,5,2,4,5,4,3,3,2,16,3,4,6,6,8,26
amplifier,26,23,14,9,5,19,8,9,12,11,10,5,10,0,5,0,3,2,14,2,1,1,6,3,0,3,0,0,0,21
amplifiers,22,8,2,18,4,3,3,1,6,2,7,3,1,0,0,0,2,0,2,4,1,1,0,2,0,0,2,0,0,16
amplitude,46,45,38,56,49,39,46,20,25,89,70,57,47,48,6,25,49,41,64,17,44,49,15,51,95,49,35,67,42,29
amplitudes,7,9,2,11,16,5,14,8,6,6,6,5,5,9,4,9,15,8,18,6,8,43,5,11,20,7,5,19,4,29
ams,10,0,7,0,0,2,3,1,1,0,2,3,1,32,1,0,2,3,0,5,2,4,4,5,14,10,4,3,4,19
amsterdam,4,0,0,2,6,7,4,8,6,3,1,1,4,1,2,2,2,4,2,5,11,5,6,5,10,9,10,4,7,24
anal,3,3,4,3,7,3,2,3,8,11,8,10,15,4,3,4,9,17,18,23,6,28,39,25,45,33,41,66,23,29
analog,129,177,183,149,145,157,190,104,150,201,69,151,81,13,65,23,54,85,65,47,45,27,20,24,13,68,38,18,23,29
analogical,0,0,0,0,0,5,13,0,1,0,0,3,0,0,0,0,0,0,1,2,0,2,7,0,3,0,8,6,12,10
analogies,2,0,4,0,1,1,6,0,1,3,1,2,0,1,1,1,3,0,1,1,0,2,3,0,1,0,5,11,70,11
analogous,22,18,17,16,18,18,27,15,25,18,26,17,33,27,16,40,29,37,35,46,47,58,54,66,96,83,83,87,100,29
analogously,0,2,1,0,2,2,2,4,6,3,3,3,4,4,1,9,14,12,11,13,10,15,18,13,13,27,21,16,26,25
analogue,0,5,10,8,17,4,20,50,8,3,3,34,3,1,7,5,8,12,7,13,6,1,10,11,11,11,8,9,24,26
analogues,0,1,1,1,0,1,2,1,0,0,0,0,0,1,0,2,1,0,4,0,1,1,1,4,3,7,7,2,12,9
analogy,10,13,10,11,7,14,21,5,17,8,13,13,7,12,5,18,22,7,14,13,14,22,20,20,26,19,30,28,184,29
analy,2,0,0,0,1,0,1,1,1,0,1,2,5,0,0,2,0,0,0,2,4,2,5,7,9,9,11,10,0,13
analyse,3,1,2,2,5,3,4,4,8,6,5,3,2,7,6,1,4,7,3,2,8,6,1,1,3,8,5,11,14,25
analysed,1,0,3,2,5,2,1,1,4,5,6,1,3,1,2,1,2,1,2,7,5,4,1,3,3,3,4,8,5,20
analyses,8,9,2,23,13,6,12,20,9,13,5,5,12,6,12,8,10,17,33,34,26,52,50,61,41,61,56,65,77,29
analysing,0,0,5,0,1,2,0,1,0,2,3,2,3,1,3,3,1,4,2,0,2,1,2,1,2,1,9,4,11,16
analysis,195,179,137,184,287,230,302,275,266,304,431,324,467,350,194,450,581,653,639,704,735,902,1181,1214,1305,1722,1733,1838,2020,29
analyst,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,3,0,1,1,0,2,0,6,1,2,2,11,29,7
analytic,5,14,18,27,11,18,18,20,14,24,19,21,26,42,2,11,29,27,18,23,28,16,34,41,67,58,52,58,97,29
analytical,24,12,4,13,5,25,12,18,9,35,21,20,36,28,12,33,31,21,24,10,31,37,34,34,53,54,42,56,42,29
analytically,13,12,13,18,4,16,24,25,20,40,19,34,40,22,19,26,35,44,35,44,30,56,48,72,73,88,66,76,80,29
analyze,14,16,11,16,15,17,15,19,24,25,29,22,41,26,17,37,41,65,65,72,72,93,97,138,143,154,154,253,235,29
analyzed,24,9,10,15,22,23,10,13,17,26,23,12,34,16,19,23,36,37,33,31,34,53,54,79,57,56,73,85,112,29
analyzer,0,2,2,1,5,1,1,1,1,3,3,1,14,0,1,10,6,0,1,1,1,3,0,0,1,1,1,4,3,11
analyzers,0,1,0,0,1,0,0,0,0,1,5,8,21,3,0,24,6,5,1,0,7,12,1,9,5,5,7,11,4,15
analyzes,3,1,0,1,0,1,0,6,0,1,1,2,1,2,4,1,1,4,3,5,8,3,7,14,3,7,9,8,12,17
analyzing,15,10,4,12,11,7,14,11,6,16,14,8,17,7,16,26,31,25,38,31,36,48,58,63,60,84,84,85,95,29
anandkumar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,33,43,27,5
anatomical,26,5,22,5,12,10,8,29,11,10,5,2,6,2,1,7,8,4,6,16,2,9,28,85,18,17,11,3,15,28
anatomically,4,1,7,1,2,2,1,5,3,1,2,1,1,0,0,0,5,0,0,2,0,1,3,11,6,3,2,3,1,15
anatomy,12,7,11,1,9,3,1,6,3,1,5,2,2,2,2,3,7,7,1,2,3,5,6,11,3,5,4,10,5,25
ance,0,1,1,5,8,3,1,2,5,4,5,10,5,7,8,6,3,2,1,8,16,13,17,9,16,21,29,24,4,24
ancestor,0,0,0,0,0,0,1,2,3,0,2,0,3,1,1,7,3,8,19,71,10,21,15,11,6,32,16,17,42,18
ancestors,2,0,1,1,0,0,0,0,2,0,0,0,2,0,0,3,0,4,2,19,13,12,1,8,11,14,9,5,10,15
ancestral,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,23,4,20,0,6,4,8,1,5,13,8
ancestry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,17,6,1,2,1,0,3,2,6
anchor,0,1,0,2,0,0,0,0,1,0,2,0,0,0,0,3,6,1,0,4,3,8,23,6,70,40,8,84,66,14
anchors,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,4,1,7,4,11,1,39,36,7
andersen,3,0,2,3,11,4,2,15,3,2,6,0,4,6,0,0,3,0,1,0,2,0,3,2,5,5,3,8,15,21
anderson,33,24,29,36,33,55,13,12,19,26,9,30,13,18,7,10,12,10,9,13,7,10,31,15,13,14,15,22,19,29
ando,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,2,4,2,3,3,6,10,5,2,5,5,12
andor,17,14,8,17,25,19,14,12,17,19,17,15,9,10,8,10,24,25,24,31,60,33,50,45,45,54,48,43,108,29
andre,1,0,0,0,0,1,0,0,0,0,5,0,0,2,3,1,4,0,2,0,3,0,4,5,4,7,9,9,7,13
andrea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,4,2,5,5,4,7,13,16,25,11
andreas,0,1,0,7,5,3,2,16,0,2,0,0,1,0,1,0,2,2,4,3,6,5,12,16,21,12,31,30,48,19
andreou,0,9,0,0,19,5,8,9,6,2,0,2,0,1,1,1,1,1,3,1,0,1,0,0,1,0,1,0,0,9
